EJERCICIO,programa,componente,concepto_apoyo,tipo_apoyo,unidad_administrativa,monto_federal_aportado,beneficiario,tipo_cobertura,zona,entidad,cve_ent,municipio,cve_mun,localidad,cve_loc,cve_inegi,PESQUERIA,RNPA_disponible,unidadeconmica,rnpa,clasificacion_cn,ID_ben
2010,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,28500000,FED DE COOPERATIVAS PESQUERA GUERREROS DEL SUR DE SINALOA S DE RL DE CV,ESTATAL,PACIFICO NORTE,SINALOA,25,NA,25,NA,NA,NA,NA,No Disponible,FED DE COOPERATIVAS PESQUERA GUERREROS DEL SUR DE SINALOA S DE RL DE CV,NA,OBRAS Y ESTUDIOS,FED DE COOPERATIVAS PESQUERA GUERREROS DEL SUR DE SINALOA S DE RL DE CV-FED DE COOPERATIVAS PESQUERA GUERREROS DEL SUR DE SINALOA S DE RL DE CV-XX-25XXXXXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,3000000,FED DE COOPERATIVAS PESQUERA GUERREROS DEL SUR DE SINALOA S DE RL DE CV,ESTATAL,PACIFICO NORTE,SINALOA,25,NA,25,NA,NA,NA,NA,No Disponible,FED DE COOPERATIVAS PESQUERA GUERREROS DEL SUR DE SINALOA S DE RL DE CV,NA,OBRAS Y ESTUDIOS,FED DE COOPERATIVAS PESQUERA GUERREROS DEL SUR DE SINALOA S DE RL DE CV-FED DE COOPERATIVAS PESQUERA GUERREROS DEL SUR DE SINALOA S DE RL DE CV-XX-25XXXXXXX
2008,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4000000,DESARROLLO INTEGRAL DE BACURATO SA DE CV,MUNICIPAL,PACIFICO NORTE,SINALOA,25,SINALOA,25017,NA,NA,NA,NA,No Disponible,DESARROLLO INTEGRAL DE BACURATO SA DE CV,NA,OBRAS Y ESTUDIOS,DESARROLLO INTEGRAL DE BACURATO SA DE CV-DESARROLLO INTEGRAL DE BACURATO SA DE CV-XX-25017XXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,7000000,FED DE SCPP DE BAHIA Y AGUAS MARINAS ALTATA Y ENSENADA DEL PABELLON SC DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SINALOA,25,NAVOLATO,25018,NA,NA,NA,NA,No Disponible,FED DE SCPP DE BAHIA Y AGUAS MARINAS ALTATA Y ENSENADA DEL PABELLON SC DE RL DE CV,NA,OBRAS Y ESTUDIOS,FED DE SCPP DE BAHIA Y AGUAS MARINAS ALTATA Y ENSENADA DEL PABELLON SC DE RL DE CV-FED DE SCPP DE BAHIA Y AGUAS MARINAS ALTATA Y ENSENADA DEL PABELLON SC DE RL DE CV-XX-25018XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4000000,SCPP PESCADORES BAHIA DE CEUTA S DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SINALOA,25,NAVOLATO,25018,NA,NA,NA,NA,No Disponible,SCPP PESCADORES BAHIA DE CEUTA S DE RL DE CV,NA,OBRAS Y ESTUDIOS,SCPP PESCADORES BAHIA DE CEUTA S DE RL DE CV-SCPP PESCADORES BAHIA DE CEUTA S DE RL DE CV-XX-25018XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,7000000,FED DE SCPP DE BAHIA Y AGUAS MARINAS ALTATA Y ENSENADA DEL PABELLON SC DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SINALOA,25,NAVOLATO,25018,NA,NA,NA,NA,No Disponible,FED DE SCPP DE BAHIA Y AGUAS MARINAS ALTATA Y ENSENADA DEL PABELLON SC DE RL DE CV,NA,OBRAS Y ESTUDIOS,FED DE SCPP DE BAHIA Y AGUAS MARINAS ALTATA Y ENSENADA DEL PABELLON SC DE RL DE CV-FED DE SCPP DE BAHIA Y AGUAS MARINAS ALTATA Y ENSENADA DEL PABELLON SC DE RL DE CV-XX-25018XXXX
2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,800000,SCPP TEODORO CERVANTES PEREZ S DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SINALOA,25,NAVOLATO,25018,NA,NA,NA,NA,Disponible,SCPP TEODORO CERVANTES PEREZ S DE RL DE CV,2509000713,OBRAS Y ESTUDIOS,SCPP TEODORO CERVANTES PEREZ S DE RL DE CV-SCPP TEODORO CERVANTES PEREZ S DE RL DE CV-2509000713-25018XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1773715.49,SCPP DAVID PORTER SC DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SINALOA,25,NAVOLATO,25018,NA,NA,NA,NA,Disponible,SCPP DAVID PORTER SC DE RL DE CV,2509000184,OBRAS Y ESTUDIOS,SCPP DAVID PORTER SC DE RL DE CV-SCPP DAVID PORTER SC DE RL DE CV-2509000184-25018XXXX
2015,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,9957539.67,SCPP LAGUNA DEL PAMPANO SC DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SINALOA,25,NAVOLATO,25018,NA,NA,NA,NA,Disponible,SCPP LAGUNA DEL PAMPANO SC DE RL DE CV,2509001489,OBRAS Y ESTUDIOS,SCPP LAGUNA DEL PAMPANO SC DE RL DE CV-SCPP LAGUNA DEL PAMPANO SC DE RL DE CV-2509001489-25018XXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,14276699.52,FED DE SCPP DEL CAMPO PESQUERO DAUTILLOS SC DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SINALOA,25,NAVOLATO,25018,NA,NA,NA,NA,No Disponible,FED DE SCPP DEL CAMPO PESQUERO DAUTILLOS SC DE RL DE CV,NA,OBRAS Y ESTUDIOS,FED DE SCPP DEL CAMPO PESQUERO DAUTILLOS SC DE RL DE CV-FED DE SCPP DEL CAMPO PESQUERO DAUTILLOS SC DE RL DE CV-XX-25018XXXX
2015,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,10000000,FED REG DE COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL,ESTATAL,PACIFICO NORTE,SONORA,26,NA,26,NA,NA,NA,NA,No Disponible,FED REG DE COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL,NA,OBRAS Y ESTUDIOS,FED REG DE COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL-FED REG DE COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL-XX-26XXXXXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,30000000,FED REG DE COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL,ESTATAL,PACIFICO NORTE,SONORA,26,NA,26,NA,NA,NA,NA,No Disponible,FED REG DE COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL,NA,OBRAS Y ESTUDIOS,FED REG DE COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL-FED REG DE COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL-XX-26XXXXXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,9999999.99,FED REG DE COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL,ESTATAL,PACIFICO NORTE,SONORA,26,NA,26,NA,NA,NA,NA,No Disponible,FED REG DE COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL,NA,OBRAS Y ESTUDIOS,FED REG DE COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL-FED REG DE COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL-XX-26XXXXXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,30000000,FED REG DE COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL,ESTATAL,PACIFICO NORTE,SONORA,26,NA,26,NA,NA,NA,NA,No Disponible,FED REG DE COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL,NA,OBRAS Y ESTUDIOS,FED REG DE COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL-FED REG DE COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL-XX-26XXXXXXX
2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,20000000,FED REG DE COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL,ESTATAL,PACIFICO NORTE,SONORA,26,NA,26,NA,NA,NA,NA,No Disponible,FED REG DE COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL,NA,OBRAS Y ESTUDIOS,FED REG DE COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL-FED REG DE COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL-XX-26XXXXXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4000000,SOCACUICOLA GOLPAC SC DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SONORA,26,CABORCA,26017,NA,NA,NA,NA,No Disponible,SOCACUICOLA GOLPAC SC DE RL DE CV,NA,OBRAS Y ESTUDIOS,SOCACUICOLA GOLPAC SC DE RL DE CV-SOCACUICOLA GOLPAC SC DE RL DE CV-XX-26017XXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4000000,SCPPA Y TURISTICOS PESCASOLMAR SC DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SONORA,26,CABORCA,26017,NA,NA,NA,NA,Disponible,SCPPA Y TURISTICOS PESCASOLMAR SC DE RL DE CV,2607603681,OBRAS Y ESTUDIOS,SCPPA Y TURISTICOS PESCASOLMAR SC DE RL DE CV-SCPPA Y TURISTICOS PESCASOLMAR SC DE RL DE CV-2607603681-26017XXXX
2010,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,70488904.82,MAQUINARIA Y SERVICIOS DEL COSAES SA DE CV,MUNICIPAL,PACIFICO NORTE,SONORA,26,CAJEME,26018,NA,NA,NA,NA,No Disponible,MAQUINARIA Y SERVICIOS DEL COSAES SA DE CV,NA,OBRAS Y ESTUDIOS,MAQUINARIA Y SERVICIOS DEL COSAES SA DE CV-MAQUINARIA Y SERVICIOS DEL COSAES SA DE CV-XX-26018XXXX
2009,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,55000000,MAQUINARIA Y SERVICIOS DEL COSAES SA DE CV,MUNICIPAL,PACIFICO NORTE,SONORA,26,CAJEME,26018,NA,NA,NA,NA,No Disponible,MAQUINARIA Y SERVICIOS DEL COSAES SA DE CV,NA,OBRAS Y ESTUDIOS,MAQUINARIA Y SERVICIOS DEL COSAES SA DE CV-MAQUINARIA Y SERVICIOS DEL COSAES SA DE CV-XX-26018XXXX
2015,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,2249754.42,QUINTA SAN FABIAN ACUACULTORES SPR DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SONORA,26,EMPALME,26025,NA,NA,NA,NA,No Disponible,QUINTA SAN FABIAN ACUACULTORES SPR DE RL DE CV,NA,OBRAS Y ESTUDIOS,QUINTA SAN FABIAN ACUACULTORES SPR DE RL DE CV-QUINTA SAN FABIAN ACUACULTORES SPR DE RL DE CV-XX-26025XXXX
2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,6998750,SCPP DE RIBERA Y ALTAMAR LOS CAIMANES SCL,MUNICIPAL,PACIFICO NORTE,SONORA,26,EMPALME,26025,NA,NA,NA,NA,Disponible,SCPP DE RIBERA Y ALTAMAR LOS CAIMANES SCL,2604010500,OBRAS Y ESTUDIOS,SCPP DE RIBERA Y ALTAMAR LOS CAIMANES SCL-SCPP DE RIBERA Y ALTAMAR LOS CAIMANES SCL-2604010500-26025XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,3954000,SC ZARASA DE GUAYMAS SC DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SONORA,26,GUAYMAS,26029,NA,NA,NA,NA,Disponible,SC ZARASA DE GUAYMAS SC DE RL DE CV,2604609905,OBRAS Y ESTUDIOS,SC ZARASA DE GUAYMAS SC DE RL DE CV-SC ZARASA DE GUAYMAS SC DE RL DE CV-2604609905-26029XXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,3990000,MONTE LUMI SC DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SONORA,26,GUAYMAS,26029,NA,NA,NA,NA,Disponible,MONTE LUMI SC DE RL DE CV,2604609897,OBRAS Y ESTUDIOS,MONTE LUMI SC DE RL DE CV-MONTE LUMI SC DE RL DE CV-2604609897-26029XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,3960000,SCPP LA JAPONESA SC DE RL,MUNICIPAL,PACIFICO NORTE,SONORA,26,GUAYMAS,26029,NA,NA,NA,NA,Disponible,SCPP LA JAPONESA SC DE RL,2604009668,OBRAS Y ESTUDIOS,SCPP LA JAPONESA SC DE RL-SCPP LA JAPONESA SC DE RL-2604009668-26029XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,3926000,SC LSL LAGUNA SAN LUIS SC DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SONORA,26,GUAYMAS,26029,NA,NA,NA,NA,Disponible,SC LSL LAGUNA SAN LUIS SC DE RL DE CV,2604609913,OBRAS Y ESTUDIOS,SC LSL LAGUNA SAN LUIS SC DE RL DE CV-SC LSL LAGUNA SAN LUIS SC DE RL DE CV-2604609913-26029XXXX
2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,7000000,LAGO NAKURU SC DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SONORA,26,GUAYMAS,26029,NA,NA,NA,NA,Disponible,LAGO NAKURU SC DE RL DE CV,2604609921,OBRAS Y ESTUDIOS,LAGO NAKURU SC DE RL DE CV-LAGO NAKURU SC DE RL DE CV-2604609921-26029XXXX
2015,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,7000000,LAGO NAKURU SC DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SONORA,26,GUAYMAS,26029,NA,NA,NA,NA,Disponible,LAGO NAKURU SC DE RL DE CV,2604609921,OBRAS Y ESTUDIOS,LAGO NAKURU SC DE RL DE CV-LAGO NAKURU SC DE RL DE CV-2604609921-26029XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,12706268.76,KIWIS ACUACULTORES SPR DE RI,MUNICIPAL,PACIFICO NORTE,SONORA,26,HERMOSILLO,26030,NA,NA,NA,NA,Disponible,KIWIS ACUACULTORES SPR DE RI,2611002227,OBRAS Y ESTUDIOS,KIWIS ACUACULTORES SPR DE RI-KIWIS ACUACULTORES SPR DE RI-2611002227-26030XXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4000000,SCPP DE ALTURA EL CARDONAL SCL,MUNICIPAL,PACIFICO NORTE,SONORA,26,HERMOSILLO,26030,NA,NA,NA,NA,Disponible,SCPP DE ALTURA EL CARDONAL SCL,2611000062,OBRAS Y ESTUDIOS,SCPP DE ALTURA EL CARDONAL SCL-SCPP DE ALTURA EL CARDONAL SCL-2611000062-26030XXXX
2015,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,9220747.78,ACUICOLA SELECTA SA DE CV,MUNICIPAL,PACIFICO NORTE,SONORA,26,HERMOSILLO,26030,NA,NA,NA,NA,Disponible,ACUICOLA SELECTA SA DE CV,2605001110,OBRAS Y ESTUDIOS,ACUICOLA SELECTA SA DE CV-ACUICOLA SELECTA SA DE CV-2605001110-26030XXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4794097,SC PESQUERA RIBERENA Y DE ALTURA EL JAPONES SC DE RL,MUNICIPAL,PACIFICO NORTE,SONORA,26,HERMOSILLO,26030,NA,NA,NA,NA,Disponible,SC PESQUERA RIBERENA Y DE ALTURA EL JAPONES SC DE RL,2611000460,OBRAS Y ESTUDIOS,SC PESQUERA RIBERENA Y DE ALTURA EL JAPONES SC DE RL-SC PESQUERA RIBERENA Y DE ALTURA EL JAPONES SC DE RL-2611000460-26030XXXX
2009,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,200000,UNION DE PERMISIONARIOS DE PESCA Y COMPRARDORES DE PESCADOS Y MARISCOS DE BAHIA DE KINO AC,MUNICIPAL,PACIFICO NORTE,SONORA,26,HERMOSILLO,26030,NA,NA,NA,NA,No Disponible,UNION DE PERMISIONARIOS DE PESCA Y COMPRARDORES DE PESCADOS Y MARISCOS DE BAHIA DE KINO AC,NA,OBRAS Y ESTUDIOS,UNION DE PERMISIONARIOS DE PESCA Y COMPRARDORES DE PESCADOS Y MARISCOS DE BAHIA DE KINO AC-UNION DE PERMISIONARIOS DE PESCA Y COMPRARDORES DE PESCADOS Y MARISCOS DE BAHIA DE KINO AC-XX-26030XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,3800000,SCPPA LA CRUZ SCL,MUNICIPAL,PACIFICO NORTE,SONORA,26,HERMOSILLO,26030,NA,NA,NA,NA,Disponible,SCPPA LA CRUZ SCL,2611001427,OBRAS Y ESTUDIOS,SCPPA LA CRUZ SCL-SCPPA LA CRUZ SCL-2611001427-26030XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,3800000,FED REG DE SOCIEDADES COOPERATIVAS DE ALTURA RIBERA Y ACUICOLAS CENTRO DE SONORA SCL,MUNICIPAL,PACIFICO NORTE,SONORA,26,HERMOSILLO,26030,NA,NA,NA,NA,No Disponible,FED REG DE SOCIEDADES COOPERATIVAS DE ALTURA RIBERA Y ACUICOLAS CENTRO DE SONORA SCL,NA,OBRAS Y ESTUDIOS,FED REG DE SOCIEDADES COOPERATIVAS DE ALTURA RIBERA Y ACUICOLAS CENTRO DE SONORA SCL-FED REG DE SOCIEDADES COOPERATIVAS DE ALTURA RIBERA Y ACUICOLAS CENTRO DE SONORA SCL-XX-26030XXXX
2008,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,80000000,INFRACUIC SA DE CV,ESTATAL,PACIFICO NORTE,SONORA,26,NA,26,NA,NA,NA,NA,No Disponible,INFRACUIC SA DE CV,NA,OBRAS Y ESTUDIOS,INFRACUIC SA DE CV-INFRACUIC SA DE CV-XX-26XXXXXXX
2008,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,5000000,ACUACULTURA POLIFUNCIONAL SA DE CV,MUNICIPAL,PACIFICO NORTE,SONORA,26,HUATABAMPO,26033,NA,NA,NA,NA,No Disponible,ACUACULTURA POLIFUNCIONAL SA DE CV,NA,OBRAS Y ESTUDIOS,ACUACULTURA POLIFUNCIONAL SA DE CV-ACUACULTURA POLIFUNCIONAL SA DE CV-XX-26033XXXX
2008,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,2500000,SCPP LOMA PARDA SCL,MUNICIPAL,PACIFICO NORTE,SONORA,26,HUATABAMPO,26033,NA,NA,NA,NA,Disponible,SCPP LOMA PARDA SCL,2609001215,OBRAS Y ESTUDIOS,SCPP LOMA PARDA SCL-SCPP LOMA PARDA SCL-2609001215-26033XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4000000,SCPP BAD BOY SC DE RL,MUNICIPAL,PACIFICO NORTE,SONORA,26,PITIQUITO,26047,NA,NA,NA,NA,Disponible,SCPP BAD BOY SC DE RL,2611002565,OBRAS Y ESTUDIOS,SCPP BAD BOY SC DE RL-SCPP BAD BOY SC DE RL-2611002565-26047XXXX
